FG3 HISTORY DEBUG REPORT
================================================================================

Loading dataset:
data\all_gamelogs_combined.csv


================================================================================
JARRETT ALLEN
================================================================================
      date        player team opp  fg3a  fg3  fga  mp_minutes  pts    usage
2021-10-20 JARRETT ALLEN  CLE MEM   0.0  0.0 11.0    0.000000 25.0 0.000000
2021-10-22 JARRETT ALLEN  CLE CHO   0.0  0.0  6.0    0.000000 11.0 0.000000
2021-10-23 JARRETT ALLEN  CLE ATL   0.0  0.0  9.0    0.000000 11.0 0.000000
2021-10-25 JARRETT ALLEN  CLE DEN   0.0  0.0 11.0    0.000000 21.0 0.000000
2021-10-27 JARRETT ALLEN  CLE LAC   1.0  0.0  7.0    0.000000  4.0 0.000000
2021-10-29 JARRETT ALLEN  CLE LAL   0.0  0.0  3.0    0.000000  6.0 0.000000
2021-10-30 JARRETT ALLEN  CLE PHO   0.0  0.0  3.0    0.000000  4.0 0.000000
2021-11-01 JARRETT ALLEN  CLE CHO   0.0  0.0 13.0    0.000000 24.0 0.000000
2021-11-03 JARRETT ALLEN  CLE POR   1.0  0.0 15.0    0.000000 24.0 0.000000
2021-11-05 JARRETT ALLEN  CLE TOR   1.0  1.0  6.0    0.000000 16.0 0.000000
2021-11-07 JARRETT ALLEN  CLE NYK   0.0  0.0 15.0    0.000000 18.0 0.000000
2021-11-10 JARRETT ALLEN  CLE WAS   0.0  0.0 10.0    0.000000 13.0 0.000000
2021-11-12 JARRETT ALLEN  CLE DET   0.0  0.0  7.0    0.000000 11.0 0.000000
2021-11-13 JARRETT ALLEN  CLE BOS   0.0  0.0  5.0    0.000000 11.0 0.000000
2021-11-15 JARRETT ALLEN  CLE BOS   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-11-17 JARRETT ALLEN  CLE BRK   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-11-18 JARRETT ALLEN  CLE GSW   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-11-22 JARRETT ALLEN  CLE BRK   1.0  0.0 15.0    0.000000 20.0 0.000000
2021-11-24 JARRETT ALLEN  CLE PHO   0.0  0.0 10.0    0.000000 25.0 0.000000
2021-11-27 JARRETT ALLEN  CLE ORL   0.0  0.0  9.0    0.000000 19.0 0.000000
2021-11-29 JARRETT ALLEN  CLE DAL   0.0  0.0 17.0    0.000000 28.0 0.000000
2021-12-01 JARRETT ALLEN  CLE MIA   0.0  0.0  8.0    0.000000 19.0 0.000000
2021-12-03 JARRETT ALLEN  CLE WAS   0.0  0.0 17.0    0.000000 28.0 0.000000
2021-12-05 JARRETT ALLEN  CLE UTA   0.0  0.0 12.0    0.000000 17.0 0.000000
2021-12-06 JARRETT ALLEN  CLE MIL   0.0  0.0 12.0    0.000000 25.0 0.000000
2021-12-08 JARRETT ALLEN  CLE CHI   1.0  0.0  9.0    0.000000 13.0 0.000000
2021-12-10 JARRETT ALLEN  CLE MIN   0.0  0.0 11.0    0.000000 21.0 0.000000
2021-12-11 JARRETT ALLEN  CLE SAC   1.0  0.0  8.0    0.000000 19.0 0.000000
2021-12-13 JARRETT ALLEN  CLE MIA   0.0  0.0  6.0    0.000000 17.0 0.000000
2021-12-15 JARRETT ALLEN  CLE HOU   0.0  0.0  8.0    0.000000  6.0 0.000000
2021-12-18 JARRETT ALLEN  CLE MIL   0.0  0.0  9.0    0.000000 14.0 0.000000
2021-12-22 JARRETT ALLEN  CLE BOS   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-12-26 JARRETT ALLEN  CLE TOR   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-12-28 JARRETT ALLEN  CLE NOP   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-12-30 JARRETT ALLEN  CLE WAS   NaN  NaN  NaN    0.000000  NaN 0.000000
2021-12-31 JARRETT ALLEN  CLE ATL   0.0  0.0 11.0    0.000000 21.0 0.000000
2022-01-02 JARRETT ALLEN  CLE IND   1.0  0.0 12.0    0.000000 18.0 0.000000
2022-01-04 JARRETT ALLEN  CLE MEM   0.0  0.0 14.0    0.000000 22.0 0.000000
2022-01-07 JARRETT ALLEN  CLE POR   0.0  0.0  6.0    0.000000 13.0 0.000000
2022-01-09 JARRETT ALLEN  CLE GSW   0.0  0.0  7.0    0.000000 12.0 0.000000
2022-01-10 JARRETT ALLEN  CLE SAC   1.0  0.0 14.0    0.000000 18.0 0.000000
2022-01-12 JARRETT ALLEN  CLE UTA   0.0  0.0  7.0    0.000000 12.0 0.000000
2022-01-14 JARRETT ALLEN  CLE SAS   0.0  0.0 11.0    0.000000 17.0 0.000000
2022-01-15 JARRETT ALLEN  CLE OKC   0.0  0.0  9.0    0.000000 13.0 0.000000
2022-01-17 JARRETT ALLEN  CLE BRK   0.0  0.0  6.0    0.000000 14.0 0.000000
2022-01-19 JARRETT ALLEN  CLE CHI   0.0  0.0  5.0    0.000000  6.0 0.000000
2022-01-22 JARRETT ALLEN  CLE OKC   0.0  0.0  9.0    0.000000 14.0 0.000000
2022-01-24 JARRETT ALLEN  CLE NYK   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-01-26 JARRETT ALLEN  CLE MIL   0.0  0.0  9.0    0.000000 10.0 0.000000
2022-01-30 JARRETT ALLEN  CLE DET   1.0  0.0 11.0    0.000000 15.0 0.000000
2022-01-31 JARRETT ALLEN  CLE NOP   0.0  0.0 12.0    0.000000 16.0 0.000000
2022-02-02 JARRETT ALLEN  CLE HOU   0.0  0.0  7.0    0.000000 11.0 0.000000
2022-02-04 JARRETT ALLEN  CLE CHO   0.0  0.0 20.0    0.000000 29.0 0.000000
2022-02-06 JARRETT ALLEN  CLE IND   1.0  0.0 12.0    0.000000 15.0 0.000000
2022-02-09 JARRETT ALLEN  CLE SAS   0.0  0.0 11.0    0.000000 15.0 0.000000
2022-02-11 JARRETT ALLEN  CLE IND   0.0  0.0 12.0    0.000000 22.0 0.000000
2022-02-12 JARRETT ALLEN  CLE PHI   0.0  0.0  9.0    0.000000 13.0 0.000000
2022-02-15 JARRETT ALLEN  CLE ATL   0.0  0.0  8.0    0.000000 14.0 0.000000
2022-02-24 JARRETT ALLEN  CLE DET   0.0  0.0  9.0    0.000000 11.0 0.000000
2022-02-26 JARRETT ALLEN  CLE WAS   0.0  0.0  8.0    0.000000 18.0 0.000000
2022-02-28 JARRETT ALLEN  CLE MIN   0.0  0.0 10.0    0.000000 21.0 0.000000
2022-03-02 JARRETT ALLEN  CLE CHO   0.0  0.0  9.0    0.000000 18.0 0.000000
2022-03-04 JARRETT ALLEN  CLE PHI   0.0  0.0 11.0    0.000000 20.0 0.000000
2022-03-06 JARRETT ALLEN  CLE TOR   0.0  0.0  4.0    0.000000  6.0 0.000000
2022-03-08 JARRETT ALLEN  CLE IND   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-11 JARRETT ALLEN  CLE MIA   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-12 JARRETT ALLEN  CLE CHI   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-14 JARRETT ALLEN  CLE LAC   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-16 JARRETT ALLEN  CLE PHI   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-18 JARRETT ALLEN  CLE DEN   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-19 JARRETT ALLEN  CLE DET   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-21 JARRETT ALLEN  CLE LAL   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-24 JARRETT ALLEN  CLE TOR   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-26 JARRETT ALLEN  CLE CHI   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-28 JARRETT ALLEN  CLE ORL   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-30 JARRETT ALLEN  CLE DAL   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-03-31 JARRETT ALLEN  CLE ATL   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-04-02 JARRETT ALLEN  CLE NYK   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-04-03 JARRETT ALLEN  CLE PHI   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-04-05 JARRETT ALLEN  CLE ORL   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-04-08 JARRETT ALLEN  CLE BRK   NaN  NaN  NaN    0.000000  NaN 0.000000
2022-04-10 JARRETT ALLEN  CLE MIL   NaN  NaN  NaN    0.000000  NaN 0.000000
2024-10-23 JARRETT ALLEN  CLE TOR   0.0  0.0  7.0    0.000000 14.0 0.000000
2024-10-25 JARRETT ALLEN  CLE DET   0.0  0.0  7.0    0.000000 17.0 0.000000
2024-10-26 JARRETT ALLEN  CLE WAS   0.0  0.0 10.0    0.000000 23.0 0.000000
2024-10-28 JARRETT ALLEN  CLE NYK   0.0  0.0  7.0    0.000000 15.0 0.000000
2024-10-30 JARRETT ALLEN  CLE LAL   0.0  0.0 12.0    0.000000 20.0 0.000000
2024-11-01 JARRETT ALLEN  CLE ORL   0.0  0.0  3.0    0.000000  2.0 0.000000
2024-11-02 JARRETT ALLEN  CLE MIL   0.0  0.0 10.0    0.000000 15.0 0.000000
2024-11-04 JARRETT ALLEN  CLE MIL   0.0  0.0 14.0    0.000000 14.0 0.000000
2024-11-06 JARRETT ALLEN  CLE NOP   0.0  0.0 10.0    0.000000 16.0 0.000000
2024-11-08 JARRETT ALLEN  CLE GSW   0.0  0.0  7.0    0.000000 13.0 0.000000
2024-11-09 JARRETT ALLEN  CLE BRK   0.0  0.0  6.0    0.000000  4.0 0.000000
2024-11-11 JARRETT ALLEN  CLE CHI   0.0  0.0  7.0    0.000000  9.0 0.000000
2024-11-13 JARRETT ALLEN  CLE PHI   0.0  0.0  8.0    0.000000 11.0 0.000000
2024-11-15 JARRETT ALLEN  CLE CHI   0.0  0.0 15.0    0.000000 24.0 0.000000
2024-11-17 JARRETT ALLEN  CLE CHO   0.0  0.0  7.0    0.000000 21.0 0.000000
2024-11-19 JARRETT ALLEN  CLE BOS   0.0  0.0  6.0    0.000000 10.0 0.000000
2024-11-20 JARRETT ALLEN  CLE NOP   0.0  0.0  7.0    0.000000 16.0 0.000000
2024-11-24 JARRETT ALLEN  CLE TOR   0.0  0.0 14.0    0.000000 23.0 0.000000
2024-11-27 JARRETT ALLEN  CLE ATL   0.0  0.0  7.0    0.000000 17.0 0.000000
2024-11-29 JARRETT ALLEN  CLE ATL   0.0  0.0  3.0    0.000000  6.0 0.000000
2024-12-01 JARRETT ALLEN  CLE BOS   0.0  0.0  6.0    0.000000  8.0 0.000000
2024-12-03 JARRETT ALLEN  CLE WAS   1.0  0.0  6.0    0.000000 11.0 0.000000
2024-12-05 JARRETT ALLEN  CLE DEN   0.0  0.0  5.0    0.000000  8.0 0.000000
2024-12-07 JARRETT ALLEN  CLE CHO   0.0  0.0  8.0    0.000000 11.0 0.000000
2024-12-08 JARRETT ALLEN  CLE MIA   0.0  0.0  7.0    0.000000  6.0 0.000000
2024-12-13 JARRETT ALLEN  CLE WAS   0.0  0.0  9.0    0.000000 21.0 0.000000
2024-12-16 JARRETT ALLEN  CLE BRK   0.0  0.0  5.0    0.000000 12.0 0.000000
2024-12-20 JARRETT ALLEN  CLE MIL   0.0  0.0  6.0    0.000000 10.0 0.000000
2024-12-21 JARRETT ALLEN  CLE PHI   0.0  0.0  5.0    0.000000  6.0 0.000000
2024-12-23 JARRETT ALLEN  CLE UTA   0.0  0.0  6.0    0.000000  7.0 0.000000
2024-12-27 JARRETT ALLEN  CLE DEN   0.0  0.0 13.0    0.000000 22.0 0.000000
2024-12-30 JARRETT ALLEN  CLE GSW   0.0  0.0  9.0    0.000000 12.0 0.000000
2024-12-31 JARRETT ALLEN  CLE LAL   0.0  0.0 14.0    0.000000 27.0 0.000000
2025-01-03 JARRETT ALLEN  CLE DAL   0.0  0.0 10.0    0.000000 11.0 0.000000
2025-01-05 JARRETT ALLEN  CLE CHO   0.0  0.0 10.0    0.000000 19.0 0.000000
2025-01-08 JARRETT ALLEN  CLE OKC   0.0  0.0 11.0    0.000000 25.0 0.000000
2025-01-09 JARRETT ALLEN  CLE TOR   0.0  0.0  9.0    0.000000 18.0 0.000000
2025-01-12 JARRETT ALLEN  CLE IND   0.0  0.0  6.0    0.000000 11.0 0.000000
2025-01-14 JARRETT ALLEN  CLE IND   0.0  0.0  6.0    0.000000 16.0 0.000000
2025-01-16 JARRETT ALLEN  CLE OKC   0.0  0.0  6.0    0.000000 13.0 0.000000
2025-01-18 JARRETT ALLEN  CLE MIN   0.0  0.0  9.0    0.000000 14.0 0.000000
2025-01-20 JARRETT ALLEN  CLE PHO   0.0  0.0  6.0    0.000000 12.0 0.000000
2025-01-22 JARRETT ALLEN  CLE HOU   0.0  0.0 11.0    0.000000 17.0 0.000000
2025-01-24 JARRETT ALLEN  CLE PHI   0.0  0.0  8.0    0.000000  8.0 0.000000
2025-01-25 JARRETT ALLEN  CLE HOU   0.0  0.0  5.0    0.000000  8.0 0.000000
2025-01-27 JARRETT ALLEN  CLE DET   0.0  0.0 10.0    0.000000 15.0 0.000000
2025-01-29 JARRETT ALLEN  CLE MIA   0.0  0.0  7.0    0.000000 12.0 0.000000
2025-01-30 JARRETT ALLEN  CLE ATL   0.0  0.0  3.0    0.000000  9.0 0.000000
2025-02-02 JARRETT ALLEN  CLE DAL   1.0  0.0  8.0    0.000000 14.0 0.000000
2025-02-04 JARRETT ALLEN  CLE BOS   0.0  0.0 11.0    0.000000 17.0 0.000000
2025-02-05 JARRETT ALLEN  CLE DET   0.0  0.0  4.0    0.000000  6.0 0.000000
2025-02-07 JARRETT ALLEN  CLE WAS   0.0  0.0  7.0    0.000000 12.0 0.000000
2025-02-10 JARRETT ALLEN  CLE MIN   0.0  0.0  8.0    0.000000 14.0 0.000000
2025-02-12 JARRETT ALLEN  CLE TOR   1.0  0.0  6.0    0.000000 13.0 0.000000
2025-02-20 JARRETT ALLEN  CLE BRK   0.0  0.0  9.0    0.000000 16.0 0.000000
2025-02-21 JARRETT ALLEN  CLE NYK   0.0  0.0  6.0    0.000000 10.0 0.000000
2025-02-23 JARRETT ALLEN  CLE MEM   0.0  0.0  8.0    0.000000 13.0 0.000000
2025-02-25 JARRETT ALLEN  CLE ORL   0.0  0.0  7.0    0.000000  8.0 0.000000
2025-02-28 JARRETT ALLEN  CLE BOS   0.0  0.0  4.0    0.000000 10.0 0.000000
2025-03-02 JARRETT ALLEN  CLE POR   0.0  0.0  7.0    0.000000 12.0 0.000000
2025-03-04 JARRETT ALLEN  CLE CHI   0.0  0.0 11.0    0.000000 25.0 0.000000
2025-03-05 JARRETT ALLEN  CLE MIA   0.0  0.0  6.0    0.000000  4.0 0.000000
2025-03-07 JARRETT ALLEN  CLE CHO   0.0  0.0 10.0    0.000000 14.0 0.000000
2025-03-09 JARRETT ALLEN  CLE MIL   0.0  0.0  6.0    0.000000 11.0 0.000000
2025-03-11 JARRETT ALLEN  CLE BRK   0.0  0.0 12.0    0.000000 23.0 0.000000
2025-03-14 JARRETT ALLEN  CLE MEM   0.0  0.0  7.0    0.000000 16.0 0.000000
2025-03-16 JARRETT ALLEN  CLE ORL   0.0  0.0 11.0    0.000000 20.0 0.000000
2025-03-18 JARRETT ALLEN  CLE LAC   0.0  0.0  7.0    0.000000  8.0 0.000000
2025-03-19 JARRETT ALLEN  CLE SAC   0.0  0.0  5.0    0.000000 10.0 0.000000
2025-03-21 JARRETT ALLEN  CLE PHO   0.0  0.0  4.0    0.000000  6.0 0.000000
2025-03-23 JARRETT ALLEN  CLE UTA   1.0  0.0 11.0    0.000000 18.0 0.000000
2025-03-25 JARRETT ALLEN  CLE POR   0.0  0.0 11.0    0.000000 14.0 0.000000
2025-03-27 JARRETT ALLEN  CLE SAS   0.0  0.0 11.0    0.000000 29.0 0.000000
2025-03-28 JARRETT ALLEN  CLE DET   0.0  0.0  7.0    0.000000  8.0 0.000000
2025-03-30 JARRETT ALLEN  CLE LAC   0.0  0.0 12.0    0.000000 25.0 0.000000
2025-04-02 JARRETT ALLEN  CLE NYK   0.0  0.0 11.0    0.000000 21.0 0.000000
2025-04-04 JARRETT ALLEN  CLE SAS   0.0  0.0  2.0    0.000000  4.0 0.000000
2025-04-06 JARRETT ALLEN  CLE SAC   0.0  0.0  9.0    0.000000 17.0 0.000000
2025-04-08 JARRETT ALLEN  CLE CHI   0.0  0.0  8.0    0.000000 12.0 0.000000
2025-04-10 JARRETT ALLEN  CLE IND   0.0  0.0  4.0    0.000000  3.0 0.000000
2025-04-11 JARRETT ALLEN  CLE NYK   0.0  0.0  6.0    0.000000 11.0 0.000000
2025-04-13 JARRETT ALLEN  CLE IND   1.0  0.0  1.0    0.000000  0.0 0.000000
2025-10-22 JARRETT ALLEN  CLE NYK   0.0  0.0  4.0   28.216667  4.0 0.587847
2025-10-24 JARRETT ALLEN  CLE BRK   1.0  0.0 11.0   30.416666 22.0 0.633680
2025-10-26 JARRETT ALLEN  CLE MIL   0.0  0.0  6.0   26.166666  8.0 0.545139
2025-10-27 JARRETT ALLEN  CLE DET   0.0  0.0 12.0   25.183332 20.0 0.524653
2025-10-29 JARRETT ALLEN  CLE BOS   0.0  0.0  7.0   25.033333 16.0 0.521528
2025-10-31 JARRETT ALLEN  CLE TOR   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-11-02 JARRETT ALLEN  CLE ATL   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-11-05 JARRETT ALLEN  CLE PHI   2.0  0.0 17.0   29.516666 24.0 0.614931
2025-11-07 JARRETT ALLEN  CLE WAS   0.0  0.0 13.0   26.000000 16.0 0.541667
2025-11-08 JARRETT ALLEN  CLE CHI   0.0  0.0  8.0   24.616667 11.0 0.512847
2025-11-10 JARRETT ALLEN  CLE MIA   0.0  0.0  9.0   20.883333 14.0 0.435069
2025-11-12 JARRETT ALLEN  CLE MIA   1.0  0.0 20.0   27.433332 30.0 0.571528
2025-11-13 JARRETT ALLEN  CLE TOR   0.0  0.0  6.0   20.900000  6.0 0.435417
2025-11-15 JARRETT ALLEN  CLE MEM   0.0  0.0  8.0   26.350000 16.0 0.548958
2025-11-17 JARRETT ALLEN  CLE MIL   0.0  0.0  7.0   24.766666 12.0 0.515972
2025-11-19 JARRETT ALLEN  CLE HOU   0.0  0.0  9.0   28.266666  8.0 0.588889
2025-11-21 JARRETT ALLEN  CLE IND   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-11-23 JARRETT ALLEN  CLE LAC   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-11-24 JARRETT ALLEN  CLE TOR   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-11-28 JARRETT ALLEN  CLE ATL   0.0  0.0  6.0   27.983334  8.0 0.582986
2025-11-30 JARRETT ALLEN  CLE BOS   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-12-01 JARRETT ALLEN  CLE IND   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-12-03 JARRETT ALLEN  CLE POR   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-12-05 JARRETT ALLEN  CLE SAS   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-12-06 JARRETT ALLEN  CLE GSW   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-12-12 JARRETT ALLEN  CLE WAS   NaN  NaN  NaN    0.000000  NaN 0.000000
2025-12-14 JARRETT ALLEN  CLE CHA   0.0  0.0  8.0   22.900000  9.0 0.477083
2025-12-17 JARRETT ALLEN  CLE CHI   0.0  0.0  9.0   27.600000 14.0 0.575000
2025-12-19 JARRETT ALLEN  CLE CHI   0.0  0.0  9.0   29.750000 14.0 0.619792
2025-12-22 JARRETT ALLEN  CLE CHA   0.0  0.0  4.0   19.800000 12.0 0.412500
2025-12-23 JARRETT ALLEN  CLE NOP   1.0  1.0  9.0   26.283333 14.0 0.547569
2025-12-25 JARRETT ALLEN  CLE NYK   0.0  0.0  4.0   23.116667  7.0 0.481597
2025-12-27 JARRETT ALLEN  CLE HOU   0.0  0.0  3.0   17.616667  6.0 0.367014
2025-12-29 JARRETT ALLEN  CLE SAS   1.0  0.0 21.0   28.083334 27.0 0.585070
2025-12-31 JARRETT ALLEN  CLE PHO   0.0  0.0 12.0   26.600000 16.0 0.554167
2026-01-02 JARRETT ALLEN  CLE DEN   0.0  0.0  5.0   29.800000  8.0 0.620833
2026-01-04 JARRETT ALLEN  CLE DET   NaN  NaN  NaN    0.000000  NaN 0.000000
2026-01-06 JARRETT ALLEN  CLE IND   1.0  0.0 13.0   33.650000 19.0 0.701042
2026-01-08 JARRETT ALLEN  CLE MIN   0.0  0.0  9.0   29.950000 11.0 0.623958
2026-01-10 JARRETT ALLEN  CLE MIN   0.0  0.0 10.0   28.166666 16.0 0.586805
2026-01-12 JARRETT ALLEN  CLE UTA   0.0  0.0  7.0   32.400000  8.0 0.675000
2026-01-14 JARRETT ALLEN  CLE PHI   0.0  0.0  6.0   25.633333 10.0 0.534028
2026-01-16 JARRETT ALLEN  CLE PHI   0.0  0.0  6.0   33.183334 10.0 0.691319
2026-01-19 JARRETT ALLEN  CLE OKC   0.0  0.0  8.0   28.550000 16.0 0.594792
2026-01-21 JARRETT ALLEN  CLE CHA   0.0  0.0  8.0   34.616665 13.0 0.721181
2026-01-23 JARRETT ALLEN  CLE SAC   0.0  0.0  6.0   33.633335 15.0 0.700694
2026-01-24 JARRETT ALLEN  CLE ORL   1.0  0.0  5.0   24.833334  8.0 0.517361
2026-01-26 JARRETT ALLEN  CLE ORL   0.0  0.0  6.0   33.200000  9.0 0.691667
2026-01-28 JARRETT ALLEN  CLE LAL   0.0  0.0 11.0   24.066668 17.0 0.501389
2026-01-30 JARRETT ALLEN  CLE PHO   0.0  0.0  9.0   23.083334 12.0 0.480903
2026-02-01 JARRETT ALLEN  CLE POR   1.0  0.0 23.0   29.500000 40.0 0.614583
2026-02-04 JARRETT ALLEN  CLE LAC   0.0  0.0  8.0   23.383333 10.0 0.487153
2026-02-07 JARRETT ALLEN  CLE SAC   0.0  0.0 12.0   32.716667 29.0 0.681597
2026-02-09 JARRETT ALLEN  CLE DEN   0.0  0.0 16.0   34.633335 22.0 0.721528
2026-02-11 JARRETT ALLEN  CLE WAS   0.0  0.0  8.0   26.616667 21.0 0.554514
2026-02-19 JARRETT ALLEN  CLE BRK   1.0  0.0  8.0   23.833334 15.0 0.496528
2026-02-20 JARRETT ALLEN  CLE CHA   0.0  0.0 15.0   32.066666 26.0 0.668056
2026-02-22 JARRETT ALLEN  CLE OKC   0.0  0.0  6.0   28.566668 11.0 0.595139
2026-02-24 JARRETT ALLEN  CLE NYK   0.0  0.0  8.0   28.816668 19.0 0.600347
2026-02-25 JARRETT ALLEN  CLE MIL   0.0  0.0 15.0   32.316666 27.0 0.673264
2026-02-27 JARRETT ALLEN  CLE DET   0.0  0.0 12.0   31.466667 25.0 0.655556
2026-03-01 JARRETT ALLEN  CLE BRK   0.0  0.0 12.0   31.800000 20.0 0.662500
2026-03-03 JARRETT ALLEN  CLE DET   0.0  0.0  7.0   20.533333  8.0 0.427778

3PA SUMMARY
count    189.000000
mean       0.132275
std        0.355003
min        0.000000
25%        0.000000
50%        0.000000
75%        0.000000
max        2.000000
Name: fg3a, dtype: float64


================================================================================
RUDY GOBERT
================================================================================
      date      player team opp  fg3a  fg3  fga  mp_minutes  pts    usage
2024-10-22 RUDY GOBERT  MIN LAL   0.0  0.0  8.0    0.000000 13.0 0.000000
2024-10-24 RUDY GOBERT  MIN SAC   0.0  0.0  2.0    0.000000  3.0 0.000000
2024-10-26 RUDY GOBERT  MIN TOR   0.0  0.0  8.0    0.000000 15.0 0.000000
2024-10-29 RUDY GOBERT  MIN DAL   0.0  0.0  5.0    0.000000  7.0 0.000000
2024-11-01 RUDY GOBERT  MIN DEN   0.0  0.0 10.0    0.000000 17.0 0.000000
2024-11-02 RUDY GOBERT  MIN SAS   0.0  0.0  8.0    0.000000 10.0 0.000000
2024-11-04 RUDY GOBERT  MIN CHO   0.0  0.0  5.0    0.000000  8.0 0.000000
2024-11-07 RUDY GOBERT  MIN CHI   0.0  0.0 11.0    0.000000 21.0 0.000000
2024-11-08 RUDY GOBERT  MIN POR   0.0  0.0  5.0    0.000000  8.0 0.000000
2024-11-10 RUDY GOBERT  MIN MIA   0.0  0.0  4.0    0.000000  7.0 0.000000
2024-11-12 RUDY GOBERT  MIN POR   0.0  0.0  3.0    0.000000  9.0 0.000000
2024-11-13 RUDY GOBERT  MIN POR   0.0  0.0  8.0    0.000000 12.0 0.000000
2024-11-15 RUDY GOBERT  MIN SAC   0.0  0.0  7.0    0.000000 11.0 0.000000
2024-11-17 RUDY GOBERT  MIN PHO   0.0  0.0  8.0    0.000000 11.0 0.000000
2024-11-21 RUDY GOBERT  MIN TOR   0.0  0.0  5.0    0.000000 13.0 0.000000
2024-11-24 RUDY GOBERT  MIN BOS   0.0  0.0  5.0    0.000000 10.0 0.000000
2024-11-26 RUDY GOBERT  MIN HOU   0.0  0.0  3.0    0.000000  5.0 0.000000
2024-11-27 RUDY GOBERT  MIN SAC   0.0  0.0  2.0    0.000000  9.0 0.000000
2024-11-29 RUDY GOBERT  MIN LAC   0.0  0.0  7.0    0.000000  8.0 0.000000
2024-12-02 RUDY GOBERT  MIN LAL   0.0  0.0  8.0    0.000000 17.0 0.000000
2024-12-04 RUDY GOBERT  MIN LAC   0.0  0.0  4.0    0.000000  8.0 0.000000
2024-12-06 RUDY GOBERT  MIN GSW   0.0  0.0 10.0    0.000000 17.0 0.000000
2024-12-08 RUDY GOBERT  MIN GSW   0.0  0.0  3.0    0.000000  4.0 0.000000
2024-12-13 RUDY GOBERT  MIN LAL   0.0  0.0  8.0    0.000000 12.0 0.000000
2024-12-15 RUDY GOBERT  MIN SAS   0.0  0.0 11.0    0.000000 10.0 0.000000
2024-12-19 RUDY GOBERT  MIN NYK   0.0  0.0  1.0    0.000000  3.0 0.000000
2024-12-21 RUDY GOBERT  MIN GSW   0.0  0.0  8.0    0.000000 18.0 0.000000
2024-12-23 RUDY GOBERT  MIN ATL   0.0  0.0  4.0    0.000000  2.0 0.000000
2024-12-25 RUDY GOBERT  MIN DAL   0.0  0.0  7.0    0.000000 14.0 0.000000
2024-12-27 RUDY GOBERT  MIN HOU   0.0  0.0  5.0    0.000000  7.0 0.000000
2024-12-29 RUDY GOBERT  MIN SAS   0.0  0.0 12.0    0.000000 17.0 0.000000
2024-12-31 RUDY GOBERT  MIN OKC   0.0  0.0  6.0    0.000000  8.0 0.000000
2025-01-02 RUDY GOBERT  MIN BOS   0.0  0.0  5.0    0.000000  6.0 0.000000
2025-01-04 RUDY GOBERT  MIN DET   0.0  0.0  6.0    0.000000  6.0 0.000000
2025-01-06 RUDY GOBERT  MIN LAC   0.0  0.0  8.0    0.000000  8.0 0.000000
2025-01-07 RUDY GOBERT  MIN NOP   0.0  0.0  4.0    0.000000  7.0 0.000000
2025-01-09 RUDY GOBERT  MIN ORL   0.0  0.0  8.0    0.000000 10.0 0.000000
2025-01-11 RUDY GOBERT  MIN MEM   0.0  0.0  6.0    0.000000 12.0 0.000000
2025-01-13 RUDY GOBERT  MIN WAS   0.0  0.0  6.0    0.000000 11.0 0.000000
2025-01-15 RUDY GOBERT  MIN GSW   0.0  0.0  2.0    0.000000  7.0 0.000000
2025-01-17 RUDY GOBERT  MIN NYK   0.0  0.0  6.0    0.000000 11.0 0.000000
2025-01-18 RUDY GOBERT  MIN CLE   0.0  0.0  7.0    0.000000 17.0 0.000000
2025-01-20 RUDY GOBERT  MIN MEM   0.0  0.0  5.0    0.000000  4.0 0.000000
2025-01-22 RUDY GOBERT  MIN DAL   0.0  0.0  4.0    0.000000 14.0 0.000000
