player,n,actual_mean,pred_mean,mae,bias
Jrue Holiday,36,4.75,5.2856864018408976,1.7341536135263897,-0.5356864018408977
Scotty Pippen Jr.,36,2.7777777777777777,3.507950644557269,1.6869484411597726,-0.7301728667794913
Deandre Ayton,35,8.4,9.277088869516666,3.932957422614928,-0.8770888695166655
Jericho Sims,35,6.0285714285714285,5.3322461808915005,2.5413761139439757,0.696325247679928
Spencer Jones(TW),35,3.857142857142857,3.764662146412774,1.9965257626758537,0.09248071073008317
Marcus Smart,35,3.142857142857143,3.7005610351021216,1.7844572492362227,-0.5577038922449792
Haywood Highsmith,35,3.4285714285714284,4.0744648502711565,1.6385885013416026,-0.6458934216997283
Rayan Rupert,35,2.2,2.3535487352857856,1.633088607488081,-0.15354873528578528
Caleb Love(TW),35,2.4857142857142858,3.088171470202805,1.52867192261561,-0.6024571844885194
Giannis Antetokounmpo,34,11.647058823529411,10.875478328930123,2.98217982154481,0.7715804945992887
Tyler Herro,34,4.794117647058823,5.512804638454306,2.1200651615241872,-0.7186869913954836
Zeke Nnaji,34,3.176470588235294,3.1435258185723067,2.0950790970376665,0.03294476966298749
Walter Clayton,34,1.5588235294117647,2.7251273623107495,1.5446405298178887,-1.1663038328989848
Mark Williams,33,7.636363636363637,10.001068447137191,3.191310801572071,-2.3647048107735538
Nae'Qwan Tomlin(TW),33,3.0303030303030303,3.863587492326624,2.5555064180516154,-0.8332844620235936
Drew Eubanks,33,3.515151515151515,4.154524624630485,2.4126621738066585,-0.6393731094789699
Gary Payton II,33,3.0303030303030303,3.9577991640225605,2.370664250268168,-0.9274961337195305
Carter Bryant,33,3.0,2.6770315268896807,1.8774398884542922,0.32296847311031956
Max Strus,33,4.393939393939394,4.461432630170307,1.7613387350238732,-0.06749323623091409
Tyler Kolek,33,2.090909090909091,2.392562898515769,1.5147010565297974,-0.30165380760667804
Cedric Coward,32,6.375,5.93236541654683,2.6336098183557524,0.44263458345317064
Jalen Pickett,32,3.21875,3.0110605503807326,1.7783180890541426,0.20768944961926755
Domantas Sabonis,31,14.483870967741936,11.928343528266057,4.502170428435145,2.5555274394758793
Trey Lyles,31,4.806451612903226,4.80666794239485,2.447116735118559,-0.00021632949162412926
Bogdan Bogdanović,31,3.193548387096774,3.556775034674539,1.8584756151391448,-0.36322664757776435
Mohamed Diawara,31,1.8064516129032258,2.18901542573614,1.786243603031866,-0.3825638128329139
Chet Holmgren,30,8.633333333333333,8.074148600989876,2.43612504008099,0.5591847323434571
Gary Harris,30,1.5333333333333334,2.7675509421752507,1.7573613892445143,-1.2342176088419172
Kasparas Jakučionis,30,2.6666666666666665,2.9205884305999366,1.739430590629515,-0.2539217639332698
Garrison Mathews,30,2.066666666666667,2.48048243150225,1.7268568885146343,-0.41381576483558297
Trendon Watford,29,3.793103448275862,4.3064205400332,2.8220509885020006,-0.5133170917573372
Daniel Gafford,29,7.655172413793103,7.543847451286749,2.794176440809601,0.1113249625063549
Johnny Furphy,29,4.793103448275862,3.8520162394052466,2.203112269241845,0.9410872088706155
Trae Young,29,2.5172413793103448,4.3214565938056655,1.9707477261496156,-1.8042152144953203
John Konchar,29,3.5172413793103448,3.371502894129434,1.7888884057351269,0.14573848518091068
Jamison Battle,29,2.8275862068965516,3.1578766376353506,1.7851587206341533,-0.3302904307387989
Daniss Jenkins(TW),29,1.8620689655172413,2.8068441499043817,1.7469435609251334,-0.94477518438714
Terance Mann,29,3.1379310344827585,3.324123836954688,1.3199858999922927,-0.1861928024719293
Tari Eason,28,6.607142857142857,5.765340384797979,2.6796623554075722,0.8418024723448777
Jayson Tatum,28,8.214285714285714,8.731414610725666,2.6702129558376084,-0.5171288964399513
Jusuf Nurkić,28,8.357142857142858,8.427734261307506,2.5774365861636364,-0.07059140416464947
Olivier-Maxence Prosper,28,2.892857142857143,2.9027287503674875,1.6288816526977794,-0.009871607510344438
Cameron Johnson,28,3.5714285714285716,3.8405621881277314,1.5676633543019787,-0.26913361669915997
Brandon Williams,28,2.8214285714285716,3.2143384167750484,1.4999379179312409,-0.3929098453464766
Jordan Poole,28,3.107142857142857,3.597646016927171,1.4819937678599728,-0.4905031597843138
Svi Mykhailiuk,28,2.6785714285714284,2.8818237200260555,1.2521865596858375,-0.2032522914546269
Jaden Ivey,28,2.2142857142857144,2.8320441088939416,1.2300179704280958,-0.6177583946082271
Zach Collins,27,6.222222222222222,5.060591033202791,2.9262450999189102,1.1616311890194306
Jalen Johnson,27,10.592592592592593,10.197152290983913,2.6620595563819314,0.39544030160867794
Buddy Hield,27,2.7037037037037037,2.756316599989616,1.952203966764593,-0.05261289628591207
Andre Drummond,26,9.153846153846153,10.036121055749524,4.9597949014344005,-0.8822749019033697
Jalen Smith,26,7.0,6.98617476311639,2.6855605721259765,0.013825236883610464
Josh Giddey,26,8.23076923076923,8.468436425511204,2.6444132535094362,-0.23766719474197215
Jabari Walker(TW),26,3.230769230769231,4.199805522278203,2.21639930212641,-0.9690362915089724
Vince Williams Jr.,26,4.153846153846154,4.267241870999177,2.137781649915656,-0.11339571715302289
Tyrese Haliburton,26,3.076923076923077,4.524753667185167,2.093066129364893,-1.4478305902620896
Matisse Thybulle,26,2.5,2.874075223854736,1.4195513560951274,-0.3740752238547358
Pat Spencer(TW),26,2.6923076923076925,2.9345303343186186,1.4058616695797927,-0.24222264201092633
P.J. Washington,25,9.24,7.824088461291836,3.2198243294143536,1.4159115387081636
Noah Penda,25,2.16,5.2109448835382235,3.1681463575005675,-3.050944883538224
Marvin Bagley III,24,5.583333333333333,6.173676749492575,2.4428530835986706,-0.5903434161592421
